,name,price,rating,features
434,Boult Drift Max Smartwatch,"₹1,299",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
435,Polar Ignite 3 Braided Yarn Edition,"₹31,999",69,"Bluetooth 5.1, GPS, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
436,Maxima Bliss Plus Smartwatch,"₹2,999",,"Bluetooth 5.2, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 3 days Battery"
437,Lava ProWatch V1,"₹2,299",,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Realtek 8773 CPU"
438,Nervfit Vibe Smartwatch,"₹1,499",51,"Bluetooth 5.2, Bluetooth Calling, 128 MB RAM, 256 MB Inbuilt, 1.85 inches Touch Display, Water Resistant, 5 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
439,Boult Dire Smartwatch,"₹1,299",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
440,Boult Dire Smartwatch,"₹1,299",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
441,Pebble Revolve Pro Smartwatch,"₹3,299",,"Bluetooth 5.1, 1.43 inches Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
442,Maxima Max Pro Gravity Smartwatch,"₹1,499",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 3 days Battery"
443,Black Shark GS3 Sports Smartwatch,"₹8,999",59,"Bluetooth, GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
444,Acwo FwIT Biz Smartwatch,"₹2,599",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
445,Pebble Curve Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.99 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
446,Acwo FwIT SX Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
447,ACwO FwIT 007 Smartwatch,"₹11,900",,"Bluetooth, Bluetooth Calling, 2.02 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder"
448,Acwo FwIT Go On Smartwatch,"₹8,799",51,"Bluetooth, GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, IP69K & 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
449,Acwo FwIT Go-On Ultra Smartwatch,"₹9,799",52,"Bluetooth, GPS, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, 50 m, IP69K & 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
450,Fastrack Styler Classic Smartwatch,"₹2,199",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
451,Huawei Watch GT 5 41mm Christmas Edition,"₹19,999",63,"Wi-Fi, Bluetooth 5.2, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, 5ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
452,Timex iConnect Edge Smartwatch,"₹2,997",51,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
453,Timex iConnect Go Plus Smartwatches,"₹2,747",50,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
454,Timex iConnect Pro Smartwatch,"₹2,747",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
455,Timex iConnect Go Smartwatch,"₹2,997",50,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
456,Timex Ace Smartwatches,"₹2,497",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
457,Redmi Watch 5,"₹6,999",56,"Bluetooth, Bluetooth Calling, 2.07 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
458,Fastrack Magnus FX2 Smartwatch,"₹4,495",51,"Bluetooth 5.2, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
459,Fastrack Radiant FX4 Smartwatch,"₹5,495",51,"Bluetooth 5.3, Bluetooth Calling, 1.51 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
460,Spiky Cyclops 4G Calling Kids Smartwatch,"₹4,319",,"Bluetooth, GPS, Voice Calling, Touch Display, Water Resistant, IP67, Pedometer, 10 hours Battery, 5 g Weight, 6 months Warranty"
461,Timex iConnect Calling Max Smartwatch,"₹2,497",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
462,Nubia Watch GT Smartwatch,"₹7,999",56,"GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
463,boAt Enigma Ascend Smartwatch,"₹2,699",53,"Bluetooth, Bluetooth Calling, 1.76 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
464,Fastrack Marvellous FX1 Smartwatch,"₹5,995",,"Bluetooth, Bluetooth Calling, 1.44 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
465,Fastrack Noir Pro Smartwatch,"₹4,697",,"Bluetooth, Bluetooth Calling, 1.18 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
466,Google Pixel Watch 5,"₹25,999",76,"Wi-Fi, Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
467,YHE BP Doctor Pro Smartwatch,"₹25,999",53,"Bluetooth, 1.41 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
468,Noise NoiseFit Diva 2 Smartwatch,"₹3,999",,"Bluetooth, Bluetooth Calling, 1.45 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
469,Huawei Watch GT 5 41mm,"₹18,999",61,"Wi-Fi, Bluetooth 5.2, NFC, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 50 m, 5ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
470,Sekyo Mario Kids Smartwatch,"₹7,699",52,"Bluetooth, GPS, 3G, 4G, VoLTE, Voice Calling, 1.32 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
471,Cellecor Rise Smartwatch,"₹1,199",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 6 days Battery"
472,Fastrack Styler X2 Plus Smartwatch,"₹1,599",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
473,Tempt Streak X Smartwatch,"₹1,499",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
474,Cellecor Flex Smartwatch,₹999,,"Bluetooth 5.1, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IPX5, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
475,Spiky Cacus Kids Smartwatch,"₹5,719",,"Wi-Fi, Bluetooth, GPS, Voice Calling, 2.36 inches Touch Display, Water Resistant, IP67, Pedometer, 6 months Warranty, 2.36 inches, Touch Screen, Color, Wi-Fi"
476,Rat Mario Calling AK9-SW Smartwatch,"₹1,710",,"Bluetooth, GPS, Bluetooth Calling, 2.2 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
477,Huawei Watch GT 5 Pro 42mm,"₹34,999",69,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 8 days Battery"
478,Fastrack Revoltt FR2 Pro Smartwatch,"₹3,199",52,"Bluetooth 5.3, Bluetooth Calling, 128 MB RAM, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
479,Fastrack Revoltt Classic Smartwatch,"₹2,299",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
480,Maxima Max Pro Fortune Smartwatch,"₹1,999",,"Bluetooth 5.2, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
481,Amazfit GTS 4 Mini New Smartwatch,"₹8,199",50,"Bluetooth, GPS, Bluetooth Calling, 1.75 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
482,Apple Watch Series 10 42mm Titanium (GPS+Cellular),"₹84,900",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Voice Calling, 64 GB Inbuilt, 1.53 inches Touch Display, Water Resistant, 50 m, WR50, IP6X, Scratch Resistant, Dust Proof, Heart Rate Monitor"
483,Crossbeats Monarch Ultra Smartwatch,"₹2,299",,"Bluetooth 5.3, Bluetooth Calling, 1.77 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
484,Sekyo Carepal Pro Plus 4G Smartwatch,"₹4,890",55,"GPS, 3G, 4G, VoLTE, Voice Calling, 512 MB RAM, 1 GB Inbuilt, 1.54 inches Touch Display, Water Resistant, Scratch Resistant, Pedometer, Sleep Monitor, Step Count"
485,boAT Storm Call 3 Plus Smartwatch,"₹1,449",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
486,boAt Enigma Orion Smartwatch,"₹2,499",50,"Bluetooth 5.3, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
487,boAt Ultima Regal Smartwatch,"₹2,799",55,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
488,Pebble Orbit Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
489,Sekyo Secura Calling Smartwatch,"₹2,799",,"GPS, 3G, 4G, Voice Calling, Step Count, Alarm Clock, Stopwatch, Timer, 3 months Warranty, 3G, 4G, Flash"
490,Fastrack Revoltt FS2 Plus Smartwatch,"₹1,599",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
491,Garmin Enduro 3 Smartwatch,"₹1,05,990",,"Wi-Fi, Bluetooth, GPS, NFC, 32 GB Inbuilt, 1.4 inches Touch Display, Water Resistant, 100 m, 10 ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
492,Fastrack Revoltt FS2 Pro Smartwatch,"₹3,999",55,"Bluetooth 5.4, Bluetooth Calling, 1.97 inches Touch Display, Water Resistant, 1.5 m, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
493,Garmin Fenix 8 Solar Smartwatch (51mm),"₹1,00,699",,"Wi-Fi, Bluetooth, GPS, NFC, 32 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 100 m, 10ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
494,Fastrack Optimus FS1 Smartwatch,"₹2,995",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
495,Croma Velocity AW Smartwatch,"₹2,699",50,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
496,Noise ColorFit Pulse 5 Max Smartwatch,"₹2,999",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
497,Fastrack Astor FS1 Pro Smartwatch,"₹2,499",,"Bluetooth, Bluetooth Calling, 1.97 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
498,Black Shark Watch X-H100,"₹8,199",54,"Wi-Fi, Bluetooth, GPS, Voice Calling, 1.9 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 3 days Battery"
499,Maxima Max Pro Thunder Smartwatch,"₹1,699",,"Bluetooth 5.2, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
500,Huawei Watch GT 5 46mm,"₹19,999",61,"Wi-Fi, Bluetooth 5.2, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, 5ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
501,Lifelong Amber Smartwatch,"₹2,299",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, 30 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Calorie Count, Step Count, 7 days Battery"
502,Fastrack Rave FX2 Smartwatch,"₹2,295",,"Bluetooth, Bluetooth Calling, 1.82 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
503,Timex iConnect Calling Lite Smartwatch,"₹2,247",,"Bluetooth 3.0, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
504,Fastrack Magnus FX3 Smartwatch,"₹4,499",,"Bluetooth, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
505,Pebble Mettle Pro Smartwatch,"₹2,999",,"Bluetooth 5.0, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
506,Pebble Ultra Rapid Smartwatch,"₹1,699",,"Bluetooth 5.1, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
507,iQOO Watch GT,"₹12,999",,"Wi-Fi, Bluetooth, GPS, NFC, Voice Calling, Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder"
508,Noise NoiseFit Javelin Smartwatch,"₹3,194",50,"Bluetooth 5.3, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
509,Fastrack Magnus FX1 Smartwatch,"₹3,149",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
510,Fastrack Dezire FX1 Smartwatch,"₹2,499",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
511,Pebble Axis Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
512,Fire-Boltt Jupiter Luxe Smartwatch,"₹2,999",,"Bluetooth 5.0, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
513,Infinix XWatch 3 GT,"₹2,499",,"Bluetooth, Bluetooth Calling, 1.4 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Alarm Clock, Stopwatch, Reminder, Timer"
514,Infinix XWatch 3,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Alarm Clock, Stopwatch, Reminder, Timer"
515,pTron Pulsefit Ultra Smartwatch,"₹1,999",,"Bluetooth 5.0, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
516,Maxima Max Pro Flare Smartwatch,"₹1,399",,"Bluetooth 5.2, Bluetooth Calling, 1.9 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, JL7012 CPU"
517,iKall W9 Smartwatch,₹775,,"Bluetooth 5.0, Bluetooth Calling, 2.17 inches Touch Display, Water Resistant, Heart Rate Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 1 day Battery, Alarm Clock, Stopwatch, Reminder, Timer"
518,iKall W8 Smartwatch,₹668,,"Bluetooth, Bluetooth Calling, 2.19 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 2.19 inches, Touch Screen, Color"
519,OnePlus Watch 2 (China),"₹20,999",,"Wi-Fi, Bluetooth 5.0, GPS, NFC, 3G, 4G, Voice Calling, 2 GB RAM, 32 GB Inbuilt, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
520,Noise ColorFit Pulse 4 Max Smartwatch,"₹6,999",50,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
521,iKall W7 Smartwatch,₹597,,"Bluetooth 5.0, 2.19 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
522,Nervfit Orion S1 Smartwatch,"₹2,059",57,"Bluetooth 5.2, Bluetooth Calling, 128 MB RAM, 256 MB Inbuilt, 1.43 inches Touch Display, Water Resistant, 5 m, IP68, Scratch Resistant, Heart Rate Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
523,EYNK Bignova Smartwatch,"₹6,999",,"Bluetooth 5.0, Bluetooth Calling, 1.93 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 6 months Warranty"
524,Gizmore Cloud Pro Smartwatch,"₹1,199",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
525,Lemfofit Lem 4 Smartwatch,"₹3,999",,"Bluetooth, 1.97 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
526,Timex iConnect Calling Plus Smartwatch,"₹3,496",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
527,Apple Watch Series 10 46mm (GPS+Cellular),"₹56,390",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Voice Calling, 64 GB Inbuilt, 1.89 inches Touch Display, Water Resistant, 50 m, WR50, IP6X, Scratch Resistant, Dust Proof, Heart Rate Monitor"
528,Nervfit Fuel S1 Pro Smartwatch,"₹1,507",53,"Bluetooth 5.2, Bluetooth Calling, 128 MB RAM, 256 MB Inbuilt, 2.01 inches Touch Display, Water Resistant, 5 m, Scratch Resistant, Heart Rate Monitor, Altimeter, Sleep Monitor, Calorie Count, Step Count"
529,Oukitel BT101 Smartwatch,"₹5,799",56,"Bluetooth, Bluetooth Calling, 2.02 inches Touch Display, Water Resistant, 5ATM, Dust Proof, Heart Rate Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
530,Google Pixel Watch 3 XL,"₹45,999",,"Wi-Fi, Bluetooth, GPS, NFC, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
